日期,经度,纬度
2020-02-06,120.395492,37.359774
2020-02-06,116.008025,36.473996
2020-02-06,0.0,0.0
2020-02-06,116.008025,36.473996
2020-02-06,0.0,0.0
2020-02-06,115.988491,36.434645
2020-02-06,115.992947,36.409453
2020-02-06,117.526228,36.681259
2020-02-06,116.988004,36.649269
2020-02-06,117.052453,36.676116
2020-02-06,116.988004,36.649269
2020-02-06,117.01059,36.717798
2020-02-06,116.988004,36.649269
2020-02-07,119.772554,36.38253
2020-02-07,0.0,0.0
2020-02-07,115.798741,36.118275
2020-02-07,115.800041,36.124405
2020-02-07,116.086185,37.226437
2020-02-07,116.077382,37.216028
2020-02-07,117.981675,36.584149
2020-02-07,118.0529,36.807708
2020-02-07,117.244312,36.159144
2020-02-07,0.0,0.0
2020-02-07,117.15067,36.191463
2020-02-07,117.087357,36.147015
2020-02-07,116.988004,36.649269
2020-02-07,0.0,0.0
2020-02-08,117.452053,35.102689
2020-02-08,0.0,0.0
2020-02-08,121.638034,36.81549
2020-02-08,121.619649,36.809803
2020-02-08,117.040276,36.690283
2020-02-08,0.0,0.0
2020-02-08,120.373996,36.101433
2020-02-08,0.0,0.0
2020-02-08,117.087357,36.147015
2020-02-08,0.0,0.0
2020-02-08,118.0529,36.807708
2020-02-08,0.0,0.0
2020-02-08,117.738356,34.560797
2020-02-08,0.0,0.0
2020-02-08,117.244312,36.159144
2020-02-08,117.087357,36.147015
2020-02-08,117.087357,36.147015
2020-02-08,0.0,0.0
2020-02-09,121.619649,36.809803
2020-02-09,121.526587,36.918103
2020-02-09,116.988004,36.649269
2020-02-09,0.0,0.0
2020-02-09,117.040276,36.690283
2020-02-09,116.988004,36.649269
2020-02-09,115.800041,36.124405
2020-02-09,0.0,0.0
2020-02-09,117.772463,35.914213
2020-02-09,117.087357,36.147015
2020-02-10,117.452053,35.102689
2020-02-10,0.0,0.0
2020-02-10,121.168409,36.78022
2020-02-10,0.0,0.0
2020-02-10,121.526587,36.918103
2020-02-10,0.0,0.0
2020-02-11,117.163056,35.088216
2020-02-11,0.0,0.0
2020-02-12,117.668455,36.203176
2020-02-12,0.0,0.0
2020-02-12,118.63145,35.796822
2020-02-12,0.0,0.0
2020-02-12,117.163056,35.088216
2020-02-12,0.0,0.0
2020-02-12,119.132328,36.699697
2020-02-12,118.63145,35.796822
2020-02-13,116.077382,37.216028
2020-02-13,0.0,0.0
2020-02-14,117.163056,35.088216
,0.0,0.0
2020-02-15,116.077382,37.216028
